"coffeid","typeid","value"
764,10,"Instituto HondureAfA+/-o del CafAfA(C)"
764,11,"2015"
764,12,"Catuai"
764,13,"Washed / Wet"
764,14,"Green"
764,15,"Instituto HondureAfA+/-o del CafAfA(C)"
764,16,"m"
765,1,"Arabica"
765,2,"essencecoffee"
765,3,"Guatemala"
765,4,"blue lake"
765,5,""
765,6,"essence coffee"
765,7,"atitlan"
765,8,""
765,9,"69 kg"
765,10,"Blossom Valley International"
765,11,"2014"
765,12,"Bourbon"
765,13,"Washed / Wet"
765,14,"Blue-Green"
765,15,"Blossom Valley International"
765,16,"m"
766,1,"Arabica"
766,2,"bourbon specialty coffees"
766,3,"Brazil"
766,4,""
766,5,""
766,6,"bourbon specialty coffees"
766,7,"cerrado"
766,8,""
766,9,"60 kg"
766,10,"Brazil Specialty Coffee Association"
766,11,"2014"
766,12,"Mundo Novo"
766,13,"Natural / Dry"
766,14,"Green"
766,15,"Brazil Specialty Coffee Association"
766,16,"m"
767,1,"Arabica"
767,2,"tembo coffee company ltd"
767,3,"Tanzania, United Republic Of"
767,4,"ilomba 2"
767,5,"tembo coffee company ltd"
767,6,"tembo coffee company ltd"
767,7,"ilomba vilage, mbozi"
767,8,"Tembo Coffee Company Ltd"
767,9,"60 kg"
767,10,"Africa Fine Coffee Association"
767,11,"2014"
767,12,"Other"
767,13,"Washed / Wet"
767,14,"Green"
767,15,"Africa Fine Coffee Association"
767,16,"m"
768,1,"Arabica"
768,2,"j.andrade"
768,3,"Mexico"
768,4,"el pino"
768,5,"el pino, cosautlan de carvajal"
768,6,"cafAfA(C) andrade, s.a. de c.v."
768,7,"veracruz"
768,8,"JOSAfa LUIS ANDRADE SANDARA"
768,9,"1 kg"
768,10,"AMECAFE"
768,11,"2013"
768,12,"Other"
768,13,"Washed / Wet"
768,14,"Green"
768,15,"AMECAFE"
768,16,"m"
769,1,"Arabica"
769,2,"lusso lab"
769,3,"Mexico"
769,4,""
769,5,""
769,6,"lusso coffee lab"
769,7,"la concordia, chiapas"
769,8,"Union Ramal Santa Cruz"
769,9,"2 kg"
769,10,"Specialty Coffee Association"
769,11,"2013"
769,12,"Other"
769,13,"Washed / Wet"
769,14,"None"
769,15,"Specialty Coffee Association"
769,16,"m"
770,1,"Arabica"
770,2,"cqi taiwan icp cqi??????"
770,3,"Taiwan"
770,4,"song yue coffee ????"
770,5,"song yue coffee ????"
770,6,"blossom valley????"
770,7,"yunlin ?????"
770,8,"Guo Zhang Sheng ???"
770,9,"60 kg"
770,10,"Blossom Valley International"
770,11,"2013/2014"
770,12,"Typica"
770,13,"Other"
770,14,"Green"
770,15,"Blossom Valley International"
770,16,"m"
771,1,"Arabica"
771,2,"lin, che-hao krude ???"
771,3,"Taiwan"
771,4,"kan tou mountain coffee ??????"
771,5,"kan tou mountain coffee ??????"
771,6,"red on tree co., ltd."
771,7,"dongshan dist., tainan city ??????"
771,8,"Jufeng-Tseng ???"
771,9,"10 kg"
771,10,"Specialty Coffee Association"
771,11,"2012"
771,12,"Typica"
771,13,"Washed / Wet"
771,14,"Green"
771,15,"Specialty Coffee Association"
771,16,"m"
772,1,"Arabica"
772,2,"exportadora de cafe condor s.a"
772,3,"Colombia"
772,4,""
772,5,"triladora bonanza"
772,6,"exportadora de cafe condor s.a"
772,7,"huila"
772,8,""
772,9,"70 kg"
772,10,"AlmacafAfA(C)"
772,11,"2013"
772,12,"Caturra"
772,13,"Washed / Wet"
772,14,"Bluish-Green"
772,15,"AlmacafAfA(C)"
772,16,"m"
773,1,"Arabica"
773,2,"saul m. hernandez ramirez"
773,3,"Mexico"
773,4,"el nanchi"
773,5,"buenas vista, municipio de san bartolo tutotepec"
773,6,""
773,7,"san bartolo tutotepec"
773,8,"AVILA MARTINEZ ADOLFO"
773,9,"1 kg"
773,10,"AMECAFE"
773,11,"2012"
773,12,"Typica"
773,13,"Washed / Wet"
773,14,"None"
773,15,"AMECAFE"
773,16,"m"
774,1,"Arabica"
774,2,"the coffee source inc."
774,3,"Guatemala"
774,4,""
774,5,""
774,6,"the coffee source inc."
774,7,"oriente"
774,8,"Several producers"
774,9,"1 kg"
774,10,"Specialty Coffee Association"
774,11,"2012"
774,12,"Caturra"
774,13,"Washed / Wet"
774,14,"None"
774,15,"Specialty Coffee Association"
774,16,"m"
775,1,"Arabica"
775,2,"salvador caro carrion"
775,3,"Mexico"
775,4,"las truchas"
775,5,"las truchas"
775,6,""
775,7,"altotonga"
775,8,"SALVADOR CARO CARRION"
775,9,"1 kg"
775,10,"AMECAFE"
775,11,"2012"
775,12,"Typica"
775,13,"Washed / Wet"
775,14,"Green"
775,15,"AMECAFE"
775,16,"m"
776,1,"Arabica"
776,2,"organizaciones de productores de cafe colimense"
776,3,"Mexico"
776,4,"la calera, barranca de la leona, el nogal"
776,5,"beneficio productores organicos de cnoas s.p.r. de r.l."
776,6,"organizaciones de productores de cafe colimense sa de cv"
776,7,"colima"
776,8,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA"
776,9,"1 kg"
776,10,"AMECAFE"
776,11,"2012"
776,12,"Typica"
776,13,"Washed / Wet"
776,14,"Green"
776,15,"AMECAFE"
776,16,"m"
777,1,"Arabica"
777,2,"exportadora de cafe condor s.a"
777,3,"Colombia"
777,4,""
777,5,"trilladora bonanza - armenia quindioa"
777,6,""
777,7,"huila"
777,8,""
777,9,"70 kg"
777,10,"AlmacafAfA(C)"
777,11,"4T/10"
777,12,""
777,13,""
777,14,""
777,15,"AlmacafAfA(C)"
777,16,"m"
778,1,"Arabica"
778,2,"sanjava coffee"
778,3,"Indonesia"
778,4,"various"
778,5,"bener meriah - gayo"
778,6,"pt. shriya artha nusantara"
778,7,"aceh gayo"
778,8,"Various Farms"
778,9,"1 kg"
778,10,"Specialty Coffee Association of Indonesia"
778,11,"2017"
778,12,"Bourbon"
778,13,"Washed / Wet"
778,14,""
778,15,"Specialty Coffee Association of Indonesia"
778,16,"m"
779,1,"Arabica"
779,2,"raAfAl vargas"
779,3,"Colombia"
779,4,""
779,5,"san josAfA(C) / neiva"
779,6,"skn caribecafe ltda"
779,7,"huila"
779,8,""
779,9,"70 kg"
779,10,"AlmacafAfA(C)"
779,11,"2016"
779,12,"Caturra"
779,13,"Washed / Wet"
779,14,"Green"
779,15,"AlmacafAfA(C)"
779,16,"m"
780,1,"Arabica"
780,2,"ipanema coffees"
780,3,"Brazil"
780,4,"fazenda capoeirnha"
780,5,"dry mill"
780,6,"ipanema coffees"
780,7,"south of minas"
780,8,"Ipanema Agricola"
780,9,"60 kg"
780,10,"Brazil Specialty Coffee Association"
780,11,"2016"
780,12,"Bourbon"
780,13,"Natural / Dry"
780,14,"Green"
780,15,"Brazil Specialty Coffee Association"
780,16,"m"
781,1,"Arabica"
781,2,"ipanema coffees"
781,3,"Brazil"
781,4,"rio verde"
781,5,"ipanema comercial e exportadora sa"
781,6,"ipanema coffees"
781,7,"south of minas"
781,8,"Ipanema AgrAfA-cola SA"
781,9,"2 kg"
781,10,"Brazil Specialty Coffee Association"
781,11,"2015/2016"
781,12,"Yellow Bourbon"
781,13,"Natural / Dry"
781,14,"Green"
781,15,"Brazil Specialty Coffee Association"
781,16,"m"
782,1,"Arabica"
782,2,"cafetalera internacional cafinter, s.a."
782,3,"Costa Rica"
782,4,"el patalillo"
782,5,"el patalillo"
782,6,"cafetalera internacional cafinter, s.a."
782,7,"tres rios"
782,8,"JOSE FRANCISCO GONZALEZ"
782,9,"350 kg"
782,10,"Specialty Coffee Association of Costa Rica"
782,11,"2015"
782,12,"Caturra"
782,13,"Washed / Wet"
782,14,"Blue-Green"
782,15,"Specialty Coffee Association of Costa Rica"
782,16,"m"
783,1,"Arabica"
783,2,"balam hinyula"
783,3,"Tanzania, United Republic Of"
783,4,"ampcg"
783,5,"dae ltd"
783,6,"volcafe/taylorwinch tanzania ltd"
783,7,"kilimanjaro"
783,8,"AMPCG"
783,9,"2 kg"
783,10,"Tanzanian Coffee Board"
783,11,"2014"
783,12,"Bourbon"
783,13,"Washed / Wet"
783,14,"Green"
783,15,"Tanzanian Coffee Board"
783,16,"m"
784,1,"Arabica"
784,2,"ngorogoro convenant estate"
784,3,"Tanzania, United Republic Of"
784,4,"ngorogoro convenant estate"
784,5,"ngorogoro convenant estate"
784,6,"ngorogoro convenant estate"
784,7,"ngorogoro"
784,8,"Ngorogoro Convenant Estate"
784,9,"60 kg"
784,10,"Africa Fine Coffee Association"
784,11,"2014"
784,12,"Other"
784,13,"Washed / Wet"
784,14,"Green"
784,15,"Africa Fine Coffee Association"
784,16,"m"
785,1,"Arabica"
785,2,"cafe politico"
785,3,"Colombia"
785,4,""
785,5,""
785,6,"cafe politico"
785,7,""
785,8,""
785,9,"5 lbs"
785,10,"Specialty Coffee Association"
785,11,"2013"
785,12,""
785,13,"Washed / Wet"
785,14,"Green"
785,15,"Specialty Coffee Association"
785,16,"m"
786,1,"Arabica"
786,2,"ceca, s.a."
786,3,"Costa Rica"
786,4,"cafetalera aquiares"
786,5,"cafetalera aquiares"
786,6,"ceca,s.a."
786,7,"turrialba"
786,8,"Cafetalera Aquiares"
786,9,"69 kg"
786,10,"Specialty Coffee Association of Costa Rica"
786,11,"2013"
786,12,"Caturra"
786,13,"Washed / Wet"
786,14,"Green"
786,15,"Specialty Coffee Association of Costa Rica"
786,16,"m"
787,1,"Arabica"
787,2,"kona pacific farmers cooperative"
787,3,"United States (Hawaii)"
787,4,""
787,5,""
787,6,"kona pacific farmers cooperative"
787,7,"kona"
787,8,""
787,9,"100 lbs"
787,10,"Specialty Coffee Association"
787,11,"2012"
787,12,"Hawaiian Kona"
787,13,"Natural / Dry"
787,14,"Bluish-Green"
787,15,"Specialty Coffee Association"
787,16,"ft"
788,1,"Arabica"
788,2,"el equimite, cafetal biodinAfA!mico"
788,3,"Mexico"
788,4,"cafetal el equimite, rancho agroecolAfAgico"
788,5,"cafetal el equimite, rancho agroecolAfAgico"
788,6,""
788,7,"coatepec"
788,8,"GIBRAN LEONARDO CERVANTES COVARRUBIAS"
788,9,"1 kg"
788,10,"AMECAFE"
788,11,"2012"
788,12,"Typica"
788,13,"Washed / Wet"
788,14,"Green"
788,15,"AMECAFE"
788,16,"m"
789,1,"Arabica"
789,2,"julio perez hernandez"
789,3,"Mexico"
789,4,""
789,5,"tapachula, chiapas"
789,6,"indigenas de la sierra madre de motozintla san isidro labrador s. de s.s."
789,7,"tapachula"
789,8,"ISMAM SAN ISIDRO LABRADOR S. DE S.S."
789,9,"1 kg"
789,10,"AMECAFE"
789,11,"2012"
789,12,"Typica"
789,13,"Washed / Wet"
789,14,"Green"
789,15,"AMECAFE"
789,16,"m"
790,1,"Arabica"
790,2,"rosa aurora falcon fernandez"
790,3,"Mexico"
790,4,"bola de oro"
790,5,"coatepec, ver"
790,6,""
790,7,"coatepec"
790,8,"ROSA AURORA FALCON FERNANDEZ"
790,9,"1 kg"
790,10,"AMECAFE"
790,11,"2012"
790,12,"Typica"
790,13,"Washed / Wet"
790,14,"Green"
790,15,"AMECAFE"
790,16,"m"
791,1,"Arabica"
791,2,"royal base corporation"
791,3,"Vietnam"
791,4,"apollo co., ltd."
791,5,"apollo co., ltd."
791,6,"royal base corporation"
791,7,"don duong"
791,8,"Apollo Co., LTd."
791,9,"2 kg"
791,10,"Specialty Coffee Association"
791,11,"2012"
791,12,"Other"
791,13,"Natural / Dry"
791,14,"Green"
791,15,"Specialty Coffee Association"
791,16,"m"
792,1,"Arabica"
792,2,"sergio de la vequia bernardi"
792,3,"Mexico"
792,4,"tomatlancillo"
792,5,"cafetalera la cuchilla"
792,6,""
792,7,"veracruz"
792,8,"RAMIRO DE LA VEQUIA BERNARDI"
792,9,"1 kg"
792,10,"AMECAFE"
792,11,"2012"
792,12,"Typica"
792,13,"Washed / Wet"
792,14,"Green"
792,15,"AMECAFE"
792,16,"m"
793,1,"Arabica"
793,2,"kona pacific farmers cooperative"
793,3,"United States (Hawaii)"
793,4,""
793,5,""
793,6,"cqi"
793,7,"kona"
793,8,""
793,9,"100 lbs"
793,10,"Specialty Coffee Association"
793,11,"2012"
793,12,"Hawaiian Kona"
793,13,"Washed / Wet"
793,14,"Green"
793,15,"Specialty Coffee Association"
793,16,"ft"
794,1,"Arabica"
794,2,"carcafe ltda ci"
794,3,"Colombia"
794,4,""
794,5,""
794,6,""
794,7,"cauca"
794,8,"Carlos Pechene / JesAfAs Pechene / Flor ChacAfAn"
794,9,"70 kg"
794,10,"AlmacafAfA(C)"
794,11,"January 2011"
794,12,""
794,13,""
794,14,""
794,15,"AlmacafAfA(C)"
794,16,"m"
795,1,"Arabica"
795,2,"bismarck castro"
795,3,"Honduras"
795,4,"las moras"
795,5,"cigrah s.a de c.v."
795,6,"cigrah s.a de c.v"
795,7,"el paraAfA-so"
795,8,"Santos Fonseca"
795,9,"69 kg"
795,10,"Instituto HondureAfA+/-o del CafAfA(C)"
795,11,"2017"
795,12,"Caturra"
795,13,"Washed / Wet"
795,14,"Green"
795,15,"Instituto HondureAfA+/-o del CafAfA(C)"
795,16,"m"
796,1,"Arabica"
796,2,"bismarck castro"
796,3,"Honduras"
796,4,"las moras"
796,5,"cigrah s.a de c.v."
796,6,"cigrah s.a de c.v"
796,7,"guinope el paraAfA-so"
796,8,"Santos Fonseca"
796,9,"69 kg"
796,10,"Instituto HondureAfA+/-o del CafAfA(C)"
796,11,"2016"
796,12,"Caturra"
796,13,"Natural / Dry"
796,14,"Green"
796,15,"Instituto HondureAfA+/-o del CafAfA(C)"
796,16,"m"
797,1,"Arabica"
797,2,"ipanema coffees"
797,3,"Brazil"
797,4,"capoeirinha"
797,5,"dry mill"
797,6,"ipanema coffees"
797,7,"south of minas"
797,8,"Ipanema Agricola"
797,9,"60 kg"
797,10,"Brazil Specialty Coffee Association"
797,11,"2016"
797,12,"Bourbon"
797,13,"Natural / Dry"
797,14,"Green"
797,15,"Brazil Specialty Coffee Association"
797,16,"m"
798,1,"Arabica"
798,2,"didas"
798,3,"Tanzania, United Republic Of"
798,4,"family farm"
798,5,""
798,6,"tawoca"
798,7,"kilimanjaro"
798,8,"Mr & Mrs Didas Mallya"
798,9,"80 kg"
798,10,"Africa Fine Coffee Association"
798,11,"2015"
798,12,"Other"
798,13,"Washed / Wet"
798,14,"Green"
798,15,"Africa Fine Coffee Association"
798,16,"m"
799,1,"Arabica"
799,2,"minwook ku"
799,3,"Laos"
799,4,"club green"
799,5,"club green"
799,6,"kettles coffee roasters"
799,7,"lao p.d.r."
799,8,"HanYong Choi"
799,9,"2 kg"
799,10,"Specialty Coffee Institute of Asia"
799,11,"2015"
799,12,"Other"
799,13,"Washed / Wet"
799,14,"Blue-Green"
799,15,"Specialty Coffee Institute of Asia"
799,16,"m"
800,1,"Arabica"
800,2,"finca estate"
800,3,"Tanzania, United Republic Of"
800,4,"finca estate"
800,5,"finca estate"
800,6,"finca estate"
800,7,"meru"
800,8,"Finca Estate"
800,9,"60 kg"
800,10,"Africa Fine Coffee Association"
800,11,"2014"
800,12,"Other"
800,13,"Washed / Wet"
800,14,"Green"
800,15,"Africa Fine Coffee Association"
800,16,"m"
801,1,"Arabica"
801,2,"afca"
801,3,"Malawi"
801,4,"chikali"
801,5,"mzuzu coffee coop union"
801,6,"mzuzu coffee planters coop union"
801,7,"mzuzu"
801,8,"Mzuzu Coffee Coop Union"
801,9,"60 kg"
801,10,"Africa Fine Coffee Association"
801,11,"2014"
801,12,"Gesha"
801,13,"Washed / Wet"
801,14,"Bluish-Green"
801,15,"Africa Fine Coffee Association"
801,16,"m"
802,1,"Arabica"
802,2,"lin, che-hao krude ???"
802,3,"Taiwan"
802,4,"you siang coffee farmtainan, taiwan ????????"
802,5,"you siang coffee farmtainan, taiwan ????????"
802,6,"red on tree co., ltd."
802,7,"dongshan dist., tainan city ??????"
802,8,"Chen Jin Lin ???"
802,9,"20 kg"
802,10,"Specialty Coffee Association"
802,11,"2013"
802,12,"Typica"
802,13,"Washed / Wet"
802,14,"Green"
802,15,"Specialty Coffee Association"
802,16,"m"
803,1,"Arabica"
803,2,"doi tung development project"
803,3,"Thailand"
803,4,""
803,5,"doi tung development project"
803,6,"doi tung development project"
803,7,"thailand"
803,8,"Doi Tung Development Project"
803,9,"1 kg"
803,10,"Specialty Coffee Association"
803,11,"2013"
803,12,""
803,13,"Washed / Wet"
803,14,"Green"
803,15,"Specialty Coffee Association"
803,16,"m"
804,1,"Arabica"
804,2,"eric thormaehlen"
804,3,"Costa Rica"
804,4,"various"
804,5,"coricafe sa"
804,6,"coricafe s.a."
804,7,"central valley"
804,8,"VARIOS"
804,9,"1 kg"
804,10,"Specialty Coffee Association of Costa Rica"
804,11,"2013"
804,12,"Catuai"
804,13,"Washed / Wet"
804,14,"Green"
804,15,"Specialty Coffee Association of Costa Rica"
804,16,"m"
805,1,"Arabica"
805,2,"beneficio santa rosa"
805,3,"Honduras"
805,4,"bsr"
805,5,"beneficio santa rosa s.a."
805,6,"beneficio santa rosa s.a."
805,7,"occidental"
805,8,"BSR"
805,9,"69 kg"
805,10,"Instituto HondureAfA+/-o del CafAfA(C)"
805,11,"2014"
805,12,"Caturra"
805,13,"Washed / Wet"
805,14,"Green"
805,15,"Instituto HondureAfA+/-o del CafAfA(C)"
805,16,"m"
806,1,"Arabica"
806,2,"racafe & cia s.c.a"
806,3,"Colombia"
806,4,""
806,5,""
806,6,"racafe & cia s.c.a"
806,7,"huila"
806,8,""
806,9,"70 kg"
806,10,"AlmacafAfA(C)"
806,11,"2013"
806,12,"Caturra"
806,13,"Washed / Wet"
806,14,"Green"
806,15,"AlmacafAfA(C)"
806,16,"m"
807,1,"Arabica"
807,2,"lin, che-hao krude ???"
807,3,"Taiwan"
807,4,"gao chun fang ???"
807,5,"gao chun fang ???"
807,6,"red on tree co., ltd."
807,7,"dongshan dist., tainan city ??????"
807,8,"Lin Huang, A-Mien ???"
807,9,"10 kg"
807,10,"Specialty Coffee Association"
807,11,"2012"
807,12,"Typica"
807,13,"Washed / Wet"
807,14,"Bluish-Green"
807,15,"Specialty Coffee Association"
807,16,"m"
808,1,"Arabica"
808,2,"owen carver"
808,3,"Brazil"
808,4,"cafAfA(C) do paraAfA-so"
808,5,"cafAfA(C) do paraAfA-so"
808,6,"cafAfA(C) do paraAfA-so"
808,7,"minas gerais, br"
808,8,"CafAfA(C) do ParaAfA-so"
808,9,"2 kg"
808,10,"Specialty Coffee Association"
808,11,"2012"
808,12,"Mundo Novo"
808,13,"Natural / Dry"
808,14,"Blue-Green"
808,15,"Specialty Coffee Association"
808,16,"m"
809,1,"Arabica"
809,2,"jorge octavio escamilla prado"
809,3,"Mexico"
809,4,"la ceiba"
809,5,""
809,6,""
809,7,"coscomatepec"
809,8,"JORGE OCTAVIO ESCAMILLA PRADO"
809,9,"1 kg"
809,10,"AMECAFE"
809,11,"2012"
809,12,"Typica"
809,13,"Washed / Wet"
809,14,"Green"
809,15,"AMECAFE"
809,16,"m"
810,1,"Arabica"
810,2,"nucoffee"
810,3,"Brazil"
810,4,"campo das flores"
810,5,""
810,6,"nucoffee"
810,7,"south of minas"
810,8,"Vander Bonaccorsi"
810,9,"60 kg"
810,10,"NUCOFFEE"
810,11,"2012"
810,12,"Mundo Novo"
810,13,"Natural / Dry"
810,14,"Green"
810,15,"NUCOFFEE"
810,16,"m"
811,1,"Arabica"
811,2,"nucoffee"
811,3,"Brazil"
811,4,"sAfAo josAfA(C) da lagoa"
811,5,""
811,6,"nucoffee"
811,7,"cerrado"
811,8,"JosAfA(C) Hiroiti"
811,9,"60 kg"
811,10,"NUCOFFEE"
811,11,"2012"
811,12,"Catuai"
811,13,"Semi-washed / Semi-pulped"
811,14,"Blue-Green"
811,15,"NUCOFFEE"
811,16,"m"
812,1,"Arabica"
812,2,"juan luis alvarado romero"
812,3,"Guatemala"
812,4,"el faro"
812,5,""
812,6,"elfasa, s.a."
812,7,"san marcos"
812,8,"PAUL STAUDER"
812,9,"1 kg"
812,10,"Asociacion Nacional Del CafAfA(C)"
812,11,"2012"
812,12,"Bourbon"
812,13,"Natural / Dry"
812,14,"Green"
812,15,"Asociacion Nacional Del CafAfA(C)"
812,16,"m"
813,1,"Arabica"
813,2,"nucoffee"
813,3,"Brazil"
813,4,"santa mariana/sAfAo vicente"
813,5,""
813,6,"nucoffee"
813,7,"south of minas"
813,8,"Maria da Gloria Junqueira"
813,9,"60 kg"
813,10,"NUCOFFEE"
813,11,"2012"
813,12,"Mundo Novo"
813,13,"Semi-washed / Semi-pulped"
813,14,"Green"
813,15,"NUCOFFEE"
813,16,"m"
814,1,"Arabica"
814,2,"felipe isaza"
814,3,"Guatemala"
814,4,"conquista / morito"
814,5,"beneficio ixchel"
814,6,"coffee resources inc."
814,7,"oriente"
814,8,"Conquista/Morito"
814,9,"2 kg"
814,10,"Specialty Coffee Association"
814,11,"2012"
814,12,"Bourbon"
814,13,"Washed / Wet"
814,14,"Green"
814,15,"Specialty Coffee Association"
814,16,"ft"
815,1,"Arabica"
815,2,"racafe & cia s.c.a"
815,3,"Colombia"
815,4,""
815,5,""
815,6,""
815,7,"huila"
815,8,"Grupo Monserrate, La Plata"
815,9,"70 kg"
815,10,"AlmacafAfA(C)"
815,11,"Mayo a Julio"
815,12,"Caturra"
815,13,""
815,14,""
815,15,"AlmacafAfA(C)"
815,16,"m"
816,1,"Arabica"
816,2,"juan luis alvarado romero"
816,3,"Guatemala"
816,4,"la esperanza"
816,5,"beneficio ixchel"
816,6,"unex guatemala, s.a."
816,7,"oriente"
816,8,"AGRICOLA EL PILAR, S.A."
816,9,"69 kg"
816,10,"Asociacion Nacional Del CafAfA(C)"
816,11,"2017"
816,12,"Bourbon"
816,13,"Washed / Wet"
816,14,"Green"
816,15,"Asociacion Nacional Del CafAfA(C)"
816,16,"m"
817,1,"Arabica"
817,2,"juan luis alvarado romero"
817,3,"Guatemala"
817,4,"las delicias"
817,5,"beneficio ixchel"
817,6,"unex guatemala, s.a."
817,7,"santa rosa"
817,8,"OTTO BECKER"
817,9,"69 kg"
817,10,"Asociacion Nacional Del CafAfA(C)"
817,11,"2017"
817,12,"Bourbon"
817,13,"Washed / Wet"
817,14,"Green"
817,15,"Asociacion Nacional Del CafAfA(C)"
817,16,"ft"
818,1,"Arabica"
818,2,"bismarck castro"
818,3,"Honduras"
818,4,"los hicaques"
818,5,"cigrah s.a de c.v."
818,6,"cigrah s.a de c.v"
818,7,"comayagua"
818,8,"Reinerio Zepeda"
818,9,"67 kg"
818,10,"Instituto HondureAfA+/-o del CafAfA(C)"
818,11,"2017"
818,12,"Caturra"
818,13,"Washed / Wet"
818,14,"Green"
818,15,"Instituto HondureAfA+/-o del CafAfA(C)"
818,16,"m"
819,1,"Arabica"
819,2,"gabriel barbara"
819,3,"Brazil"
819,4,"santa bAfA!rbara"
819,5,"copag"
819,6,"volcafe ltda."
819,7,"monte carmelo"
819,8,"MAfAcio Cardoso"
819,9,"59 kg"
819,10,"Brazil Specialty Coffee Association"
819,11,"2016 / 2017"
819,12,"Catuai"
819,13,"Natural / Dry"
819,14,"Green"
819,15,"Brazil Specialty Coffee Association"
819,16,"m"
820,1,"Arabica"
820,2,"consejo salvadoreAfA+/-o del cafAfA(C)"
820,3,"El Salvador"
820,4,"la esperanza"
820,5,"san miguel"
820,6,"consejo salvadoreAfA+/-o del cafAfA(C)"
820,7,"el balsamo, quezaltepec"
820,8,"Comercial Exportadora, S.A. de C.V."
820,9,"69 kg"
820,10,"Salvadoran Coffee Council"
820,11,"2014"
820,12,"Bourbon"
820,13,"Washed / Wet"
820,14,"Green"
820,15,"Salvadoran Coffee Council"
820,16,"m"
821,1,"Arabica"
821,2,"juan luis alvarado romero"
821,3,"Guatemala"
821,4,"las cebollas y anexos"
821,5,"la conquista"
821,6,"asociaciAfAn nacional del cafAfA(C) - anacafe -"
821,7,"nuevo oriente"
821,8,"OVIDIO CARDONA"
821,9,"69 kg"
821,10,"Asociacion Nacional Del CafAfA(C)"
821,11,"2015"
821,12,"Catuai"
821,13,"Washed / Wet"
821,14,"Green"
821,15,"Asociacion Nacional Del CafAfA(C)"
821,16,"m"
822,1,"Arabica"
822,2,"mcomafa co ltd"
822,3,"Tanzania, United Republic Of"
822,4,"mcomafa farm no1155gr"
822,5,"mcomafa"
822,6,"mcomafa co. ltd"
822,7,"mbeya"
822,8,"Mcomafa"
822,9,"60 kg"
822,10,"Africa Fine Coffee Association"
822,11,"2014"
822,12,"Other"
822,13,"Washed / Wet"
822,14,"Green"
822,15,"Africa Fine Coffee Association"
822,16,"m"
823,1,"Arabica"
823,2,"chris finch"
823,3,"Nicaragua"
823,4,""
823,5,""
823,6,"volcafe specialty coffee"
823,7,""
823,8,""
823,9,"5 lbs"
823,10,"Specialty Coffee Association"
823,11,"2013"
823,12,""
823,13,"Washed / Wet"
823,14,"Green"
823,15,"Specialty Coffee Association"
823,16,"m"
824,1,"Arabica"
824,2,"lusso lab"
824,3,"Zambia"
824,4,"mubuyu munali"
824,5,""
824,6,"lusso coffee lab"
824,7,"mubuyu estate"
824,8,""
824,9,"2 kg"
824,10,"Specialty Coffee Association"
824,11,"2014"
824,12,"SL28"
824,13,"Washed / Wet"
824,14,""
824,15,"Specialty Coffee Association"
824,16,"m"
825,1,"Arabica"
825,2,"rob tuttle"
825,3,"Honduras"
825,4,""
825,5,""
825,6,"thrive farmers"
825,7,""
825,8,""
825,9,"2 kg"
825,10,"Specialty Coffee Association"
825,11,"2012"
825,12,""
825,13,"Washed / Wet"
825,14,"Green"
825,15,"Specialty Coffee Association"
825,16,"m"
826,1,"Arabica"
826,2,"cqi taiwan icp cqi??????"
826,3,"Taiwan"
826,4,"dragon coffee ???"
826,5,"dragon coffee ???"
826,6,"blossom valley????"
826,7,"taichung xinshe ??????"
826,8,"Chen gui jiao ???"
826,9,"30 kg"
826,10,"Blossom Valley International"
826,11,"2012"
826,12,"Typica"
826,13,"Other"
826,14,"Green"
826,15,"Blossom Valley International"
826,16,"m"
827,1,"Arabica"
827,2,"calixto guillen vazquez"
827,3,"Mexico"
827,4,"various"
827,5,"productores de cafes especiales sc"
827,6,"finca triunfo verde, s.c."
827,7,"chiapas"
827,8,"VARIOS PRODUCTORES"
827,9,"1 kg"
827,10,"AMECAFE"
827,11,"2013"
827,12,"Bourbon"
827,13,"Washed / Wet"
827,14,"Green"
827,15,"AMECAFE"
827,16,"m"
828,1,"Arabica"
828,2,"saul m. hernandez ramirez"
828,3,"Mexico"
828,4,"platanal"
828,5,"en el plan de guadalupe"
828,6,""
828,7,"chapulhuacan, hidalgo"
828,8,"PONCE RUBIO, VENANCIO"
828,9,"1 kg"
828,10,"AMECAFE"
828,11,"2012"
828,12,"Typica"
828,13,"Semi-washed / Semi-pulped"
828,14,"None"
828,15,"AMECAFE"
828,16,"m"
829,1,"Arabica"
829,2,"saul m. hernandez ramirez"
829,3,"Mexico"
829,4,"texpanco"
829,5,"en chiatipan, municipio de huazalingo"
829,6,""
829,7,"huazalingo, hidalgo"
829,8,"FRANCISCO SAENZ, FERNANDO"
829,9,"1 kg"
829,10,"AMECAFE"
829,11,"2012"
829,12,"Mundo Novo"
829,13,"Washed / Wet"
829,14,"None"
829,15,"AMECAFE"
829,16,"m"
830,1,"Arabica"
830,2,"juan hermilio sampieri carcamo"
830,3,"Mexico"
830,4,"la laja"
830,5,"la laja pinillos veracruz"
830,6,""
830,7,"veracruz"
830,8,"JUAN HERMILIO SAMPIERI CARCAMO"
830,9,"1 kg"
830,10,"AMECAFE"
830,11,"2012"
830,12,"Other"
830,13,"Washed / Wet"
830,14,"Green"
830,15,"AMECAFE"
830,16,"m"
831,1,"Arabica"
831,2,"modesto landeros flores"
831,3,"Mexico"
831,4,"mata larga"
